,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
735,1467857358063767561,"""Nuclear energy is not likely to be the answer to climate change, but I do think it's at least possible that it could grow enough to be an important backup to intermittent renewables in a future clean energy grid,"" says Matthew Bunn. ",strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
736,1480544927209639936,"Climate change is a hoax, though, so there's that. ",,,,strongly disagree with climate change,1,strongly disagree with climate change,1,,,,,,,,,,,,,
737,1500971759452835840,"EVERYTHING they are selling you mass propaganda on right now is about collapsing the global economy and bringing in a new singular system of total control. The pandemic. The war. The natural disasters. The 'climate change'. ALL. OF IT. The sooner you realise that, the better.",irrelevant or no opinion on climate change,,,strongly disagree with climate change,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
738,1500563353944604680,"Can you prove that the Mandela Foundation is funded by ""The West"" *que the omminus music* or is this just your paranoid anti-western view. No doubt u also blame ""The West"" for climate change, inflation, covid and Kurt Darren",neutral to climate change,,,slightly agree with climate change,2,neutral to climate change,1,,,,,,,,,,,,,
739,1446157404568264704,RT Still virtually no wind in Germany. No fossil fuels. No electricity. German ratepayers pay the 2nd highest electricity prices in Europe for this. ,strongly disagree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,1,,,,,,,,,,,,,
740,1477357035687657477,RT No data no problem no problem no public service available. Harper no long form census no gov't funds no scientists no climate crisis Harris no inspections at water treatment plants no problem Ford no data no COVID in schools. If a tree falls does it make a sound? #onpoli #onted,irrelevant or no opinion on climate change,,,neutral to climate change,2,neutral to climate change,1,,,,,,,,,,,,,
741,1457059566416539652,Can we stop talking about this bill as being something that will combat climate change? It will probably make climate change worse. Jesus Christ ,neutral to climate change,,,strongly agree with climate change,2,neutral to climate change,1,,,,,,,,,,,,,
742,1487867892871970818,"Totalitarian Dictators SOP. They completely screwed up on Covid, destroyed the economy and killed people. Now as the narrative falls apart; they'll claim jabs, masks, lockdowns were so successful that they're ending. Now they can pivot to the Global Warming scam.",irrelevant or no opinion on climate change,,,strongly disagree with climate change,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
743,1485755372635922433,What if they have conflicting interests? Like a northern country (wrongfully) may not care about climate change so much.,slightly agree with climate change,,,slightly agree with climate change,2,slightly agree with climate change,2,,,slightly agree with climate change,,,,,slightly agree with climate change,slightly agree with climate change,,slightly agree with climate change,,
744,1490050197887623171,"Working on my tool shop during the collapse of the economic system, the climate crisis and pandemic be like ",,,,strongly agree with climate change,1,strongly agree with climate change,1,,,,,,,,,,,,,
745,1479872317698330624,"And yet our ways of design fully ignore this Sixth Great Extinction, what (EO Wilson I believe) called the Death of Birth.",irrelevant or no opinion on climate change,,,strongly agree with climate change,2,irrelevant or no opinion on climate change,1,,,,,,,,,,,,,
746,1500243815944306693,"Gender is just one of many marginalizations that collides with the climate crisis, making women more vulnerable to its impacts. Words by @elieoutside Design by ",,,,slightly agree with climate change,1,slightly agree with climate change,1,,,,,,,,,,,,,
747,1505984338503950338,"It's all written in geological formations and ice samples. So yes, we have a very good idea of rates of change in the earths climate and weather patterns.",strongly agree with climate change,,,neutral to climate change,2,neutral to climate change,1,,,,,,,,,,,,,
748,1508109298144100354,"I believe it is inevitable; but sadly change is taking its own sweet time, while war clocks and climate clocks keep ticking.",strongly agree with climate change,,,strongly agree with climate change,2,strongly agree with climate change,2,,,strongly agree with climate change,,,,,strongly agree with climate change,strongly agree with climate change,,strongly agree with climate change,,
